705567306,503533016404749
705567306,133946930005419
705567306,546864245370336
705567306,539359239433464
705567306,231238936913389
705567306,266350353379883
705567306,290487762729
705567306,169949339748979
705567306,156794164312
705567306,111763862174288
705567306,6806293649
705567306,108271955867852
705567306,117394281646
705567306,22577904575
705567306,105467152819528
705567306,103973582971230
705567306,103130849727085
1829330984,233266853464840
1829330984,457986600888579
1829330984,352618864794111
1829330984,415169918515515
1829330984,441170255909978
1829330984,263263750378138
1829330984,276434892376953
1829330984,277865635629788
1829330984,174543792339
1829330984,116248688414559
1829330984,166665812477
1829330984,12393266550
1829330984,5742513121
1829330984,17377140236
1829330984,148997091824709
1829330984,205828082809858
1829330984,285240848169943
1829330984,80261010635
1829330984,229668807087652
1829330984,15526475270
1829330984,79294403301
1829330984,106357469967
1829330984,7057882289
1829330984,24609282673
1829330984,36211311648
1829330984,29534858696
1829330984,533822029986779
1829330984,329320336203
1829330984,130577231135
1829330984,105397019495157
1829330984,137102949683978
1829330984,112606428751467
1829330984,194921263923581
1829330984,251125118247897
1829330984,183809955018805
1829330984,111506875534307
1829330984,117124431723243
1829330984,183694649823
1829330984,183177681747411
1829330984,211904568857848
1829330984,129577537128630
1829330984,195763123774785
1829330984,236322623066284
1829330984,208530325851690
1829330984,136254383123320
1829330984,141549349234009
1829330984,186164561442583
1829330984,220277861326977
1829330984,102695336486037
1829330984,362284155185
1829330984,175974922457324
1829330984,127266094017030
1829330984,290723563370
1829330984,161290494111
1829330984,216410885045047
1829330984,146117198744399
1829330984,161830020528617
1829330984,143145619031946
1829330984,93730427187
1829330984,109766285745690
1829330984,133648571338
1829330984,112244688790744
1829330984,144167985647849
1829330984,150754364978006
1829330984,47866914568
1829330984,117394281646
1829330984,202953045644
1829330984,188451247945
1829330984,6880972890
1829330984,112335462112397
1829330984,106098506089103
1829330984,7774903715
1829330984,83479365372
1829330984,355374000182
1829330984,109317822420701
1829330984,21659762981
1829330984,175470802466855
1829330984,141423349216977
1829330984,10498014129
1829330984,104024926300736
1829330984,112690002078358
1829330984,103103959729573
1829330984,170647002952
1829330984,8816160747
